image_pathname,adapter_size,camera_type,objective_magnification,objective_name,output_resolution,project_name,slide_creationdatetime,slide_type,micrometer_per_pixel_x,micrometer_per_pixel_y,scanner_camera_type,scanner_hardware_version,bounds_height,bounds_width,mpp_x,mpp_y,objective_power,vendor
/home/weismanal/projects/idibell/repo/data/0063610642.mrxs,1.6,Adimec Q-12A-180Fc,20,Plan-Apochromat,41.2216632638026,PannoramicSlide,03/12/2021 18:37:32,SLIDE_TYPE_BRIGHTFIELD,0.242534722222222,0.242647058823529,Adimec Q-12A-180Fc,Pannoramic 1000,189440,100352,0.242534722222222,0.24264705882352899,20,mirax
/home/weismanal/projects/idibell/repo/data/30.mrxs,1.6,Adimec Q-12A-180Fc,40,Plan-Apochromat,82.4433265276053,PannoramicSlide,07/05/2021 12:51:26,SLIDE_TYPE_BRIGHTFIELD,0.121267361111111,0.121323529411765,Adimec Q-12A-180Fc,Pannoramic 1000,352512,180992,0.121267361111111,0.121323529411765,40,mirax
/home/weismanal/projects/idibell/repo/data/B-160004549-01-B-001.mrxs,1.6,Adimec Q-12A-180Fc,20,Plan-Apochromat,41.2216632638026,PannoramicSlide,03/12/2021 17:45:30,SLIDE_TYPE_BRIGHTFIELD,0.242534722222222,0.242647058823529,Adimec Q-12A-180Fc,Pannoramic 1000,189440,100608,0.242534722222222,0.24264705882352899,20,mirax
/home/weismanal/projects/idibell/repo/data/BB150007349-A-01-001.mrxs,1.6,Adimec Q-12A-180Fc,20,Plan-Apochromat,41.2216632638026,PannoramicSlide,03/12/2021 17:43:31,SLIDE_TYPE_BRIGHTFIELD,0.242534722222222,0.242647058823529,Adimec Q-12A-180Fc,Pannoramic 1000,151808,75520,0.242534722222222,0.24264705882352899,20,mirax
/home/weismanal/projects/idibell/repo/data/DigitalSlide_B1M_14S_1.mrxs,1.6,Adimec Q-12A-180Fc,20,Plan-Apochromat,,Default,11/01/2022 21:33:07,SLIDE_TYPE_BRIGHTFIELD,0.242534722222222,0.242647058823529,Adimec Q-12A-180Fc,Pannoramic 1000,108288,91904,0.242534722222222,0.24264705882352899,20,mirax
/home/weismanal/projects/idibell/repo/data/DigitalSlide_B1M_15S_1.mrxs,1.6,Adimec Q-12A-180Fc,20,Plan-Apochromat,,Default,11/01/2022 21:34:48,SLIDE_TYPE_BRIGHTFIELD,0.242534722222222,0.242647058823529,Adimec Q-12A-180Fc,Pannoramic 1000,193280,103424,0.242534722222222,0.24264705882352899,20,mirax
/home/weismanal/projects/idibell/repo/data/DigitalSlide_B1M_16S_1.mrxs,1.6,Adimec Q-12A-180Fc,20,Plan-Apochromat,,Default,11/01/2022 21:36:16,SLIDE_TYPE_BRIGHTFIELD,0.242534722222222,0.242647058823529,Adimec Q-12A-180Fc,Pannoramic 1000,197632,97280,0.242534722222222,0.24264705882352899,20,mirax
/home/weismanal/projects/idibell/repo/data/DigitalSlide_B1M_18S_1.mrxs,1.6,Adimec Q-12A-180Fc,20,Plan-Apochromat,,Default,11/01/2022 21:40:12,SLIDE_TYPE_BRIGHTFIELD,0.242534722222222,0.242647058823529,Adimec Q-12A-180Fc,Pannoramic 1000,166400,100352,0.242534722222222,0.24264705882352899,20,mirax
/home/weismanal/projects/idibell/repo/data/DigitalSlide_B1M_19S_1.mrxs,1.6,Adimec Q-12A-180Fc,20,Plan-Apochromat,,Default,11/01/2022 21:41:54,SLIDE_TYPE_BRIGHTFIELD,0.242534722222222,0.242647058823529,Adimec Q-12A-180Fc,Pannoramic 1000,197376,92160,0.242534722222222,0.24264705882352899,20,mirax
/home/weismanal/projects/idibell/repo/data/DigitalSlide_B1M_1S_1.mrxs,1.6,Adimec Q-12A-180Fc,20,Plan-Apochromat,,Default,11/01/2022 21:13:12,SLIDE_TYPE_BRIGHTFIELD,0.242534722222222,0.242647058823529,Adimec Q-12A-180Fc,Pannoramic 1000,126976,97536,0.242534722222222,0.24264705882352899,20,mirax
